condition,N,seed,early_accuracy,mature_fidelity,mature_accuracy,mdir_entropy,early_acc_apple,fidelity_apple,mature_acc_apple,winner_pct_apple,mdir_reg_apple,early_acc_car,fidelity_car,mature_acc_car,winner_pct_car,mdir_reg_car,early_acc_cow,fidelity_cow,mature_acc_cow,winner_pct_cow,mdir_reg_cow,early_acc_cup,fidelity_cup,mature_acc_cup,winner_pct_cup,mdir_reg_cup,early_acc_dog,fidelity_dog,mature_acc_dog,winner_pct_dog,mdir_reg_dog,early_acc_horse,fidelity_horse,mature_acc_horse,winner_pct_horse,mdir_reg_horse,early_acc_pear,fidelity_pear,mature_acc_pear,winner_pct_pear,mdir_reg_pear,early_acc_tomato,fidelity_tomato,mature_acc_tomato,winner_pct_tomato,mdir_reg_tomato,cm_apple_apple,cm_apple_car,cm_apple_cow,cm_apple_cup,cm_apple_dog,cm_apple_horse,cm_apple_pear,cm_apple_tomato,cm_car_apple,cm_car_car,cm_car_cow,cm_car_cup,cm_car_dog,cm_car_horse,cm_car_pear,cm_car_tomato,cm_cow_apple,cm_cow_car,cm_cow_cow,cm_cow_cup,cm_cow_dog,cm_cow_horse,cm_cow_pear,cm_cow_tomato,cm_cup_apple,cm_cup_car,cm_cup_cow,cm_cup_cup,cm_cup_dog,cm_cup_horse,cm_cup_pear,cm_cup_tomato,cm_dog_apple,cm_dog_car,cm_dog_cow,cm_dog_cup,cm_dog_dog,cm_dog_horse,cm_dog_pear,cm_dog_tomato,cm_horse_apple,cm_horse_car,cm_horse_cow,cm_horse_cup,cm_horse_dog,cm_horse_horse,cm_horse_pear,cm_horse_tomato,cm_pear_apple,cm_pear_car,cm_pear_cow,cm_pear_cup,cm_pear_dog,cm_pear_horse,cm_pear_pear,cm_pear_tomato,cm_tomato_apple,cm_tomato_car,cm_tomato_cow,cm_tomato_cup,cm_tomato_dog,cm_tomato_horse,cm_tomato_pear,cm_tomato_tomato
A,50,0,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
A,50,1,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
A,50,2,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
A,50,3,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
A,50,4,0.8,0.92,0.72,2.6946,1.0,1.0,1.0,0.38,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,0.8333,0.0,0.0,3,0.5,0.5,0.0,0.0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
A,100,0,0.82,0.87,0.71,2.8331,0.9231,0.9231,1.0,0.37,81,0.9231,1.0,0.9231,0.12,26,0.8462,0.9231,0.7692,0.1,35,1.0,1.0,1.0,0.13,29,0.9167,1.0,0.9167,0.11,32,1.0,1.0,1.0,0.16,37,0.3333,0.6667,0.0,0.0,16,0.5833,0.4167,0.0,0.0,24,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
A,100,1,0.82,0.87,0.71,2.8331,0.9231,0.9231,1.0,0.37,81,0.9231,1.0,0.9231,0.12,26,0.8462,0.9231,0.7692,0.1,35,1.0,1.0,1.0,0.13,29,0.9167,1.0,0.9167,0.11,32,1.0,1.0,1.0,0.16,37,0.3333,0.6667,0.0,0.0,16,0.5833,0.4167,0.0,0.0,24,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
A,100,2,0.82,0.87,0.71,2.8331,0.9231,0.9231,1.0,0.37,81,0.9231,1.0,0.9231,0.12,26,0.8462,0.9231,0.7692,0.1,35,1.0,1.0,1.0,0.13,29,0.9167,1.0,0.9167,0.11,32,1.0,1.0,1.0,0.16,37,0.3333,0.6667,0.0,0.0,16,0.5833,0.4167,0.0,0.0,24,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
A,100,3,0.82,0.87,0.71,2.8331,0.9231,0.9231,1.0,0.37,81,0.9231,1.0,0.9231,0.12,26,0.8462,0.9231,0.7692,0.1,35,1.0,1.0,1.0,0.13,29,0.9167,1.0,0.9167,0.11,32,1.0,1.0,1.0,0.16,37,0.3333,0.6667,0.0,0.0,16,0.5833,0.4167,0.0,0.0,24,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
A,100,4,0.82,0.87,0.71,2.8331,0.9231,0.9231,1.0,0.37,81,0.9231,1.0,0.9231,0.12,26,0.8462,0.9231,0.7692,0.1,35,1.0,1.0,1.0,0.13,29,0.9167,1.0,0.9167,0.11,32,1.0,1.0,1.0,0.16,37,0.3333,0.6667,0.0,0.0,16,0.5833,0.4167,0.0,0.0,24,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
A,200,0,0.775,0.885,0.69,2.7082,0.92,0.92,1.0,0.39,195,0.96,0.96,0.92,0.115,51,0.88,0.92,0.8,0.1,70,0.96,0.96,0.92,0.115,59,0.92,0.96,0.88,0.11,63,0.96,0.96,1.0,0.165,74,0.24,0.76,0.0,0.0,22,0.36,0.64,0.0,0.0,32,25,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,20,0,0,5,0,0,2,0,0,23,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
A,200,1,0.775,0.885,0.69,2.7082,0.92,0.92,1.0,0.39,195,0.96,0.96,0.92,0.115,51,0.88,0.92,0.8,0.1,70,0.96,0.96,0.92,0.115,59,0.92,0.96,0.88,0.11,63,0.96,0.96,1.0,0.165,74,0.24,0.76,0.0,0.0,22,0.36,0.64,0.0,0.0,32,25,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,20,0,0,5,0,0,2,0,0,23,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
A,200,2,0.775,0.885,0.69,2.7082,0.92,0.92,1.0,0.39,195,0.96,0.96,0.92,0.115,51,0.88,0.92,0.8,0.1,70,0.96,0.96,0.92,0.115,59,0.92,0.96,0.88,0.11,63,0.96,0.96,1.0,0.165,74,0.24,0.76,0.0,0.0,22,0.36,0.64,0.0,0.0,32,25,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,20,0,0,5,0,0,2,0,0,23,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
A,200,3,0.775,0.885,0.69,2.7082,0.92,0.92,1.0,0.39,195,0.96,0.96,0.92,0.115,51,0.88,0.92,0.8,0.1,70,0.96,0.96,0.92,0.115,59,0.92,0.96,0.88,0.11,63,0.96,0.96,1.0,0.165,74,0.24,0.76,0.0,0.0,22,0.36,0.64,0.0,0.0,32,25,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,20,0,0,5,0,0,2,0,0,23,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
A,200,4,0.775,0.885,0.69,2.7082,0.92,0.92,1.0,0.39,195,0.96,0.96,0.92,0.115,51,0.88,0.92,0.8,0.1,70,0.96,0.96,0.92,0.115,59,0.92,0.96,0.88,0.11,63,0.96,0.96,1.0,0.165,74,0.24,0.76,0.0,0.0,22,0.36,0.64,0.0,0.0,32,25,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,20,0,0,5,0,0,2,0,0,23,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
A,400,0,0.8525,0.81,0.7125,2.9039,0.9608,0.9608,1.0,0.3775,277,0.98,0.98,0.96,0.1225,117,0.84,0.86,0.7,0.0875,128,0.84,0.82,0.92,0.115,109,0.9592,0.9796,0.9388,0.115,125,0.96,0.96,0.98,0.155,143,0.62,0.54,0.16,0.02,98,0.66,0.38,0.04,0.005,98,51,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,5,0,35,0,0,10,0,0,3,1,0,46,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,42,0,0,0,0,0,8,0,48,0,0,0,0,0,0,2
A,400,1,0.8525,0.81,0.7125,2.9039,0.9608,0.9608,1.0,0.3775,277,0.98,0.98,0.96,0.1225,117,0.84,0.86,0.7,0.0875,128,0.84,0.82,0.92,0.115,109,0.9592,0.9796,0.9388,0.115,125,0.96,0.96,0.98,0.155,143,0.62,0.54,0.16,0.02,98,0.66,0.38,0.04,0.005,98,51,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,5,0,35,0,0,10,0,0,3,1,0,46,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,42,0,0,0,0,0,8,0,48,0,0,0,0,0,0,2
A,400,2,0.8525,0.81,0.7125,2.9039,0.9608,0.9608,1.0,0.3775,277,0.98,0.98,0.96,0.1225,117,0.84,0.86,0.7,0.0875,128,0.84,0.82,0.92,0.115,109,0.9592,0.9796,0.9388,0.115,125,0.96,0.96,0.98,0.155,143,0.62,0.54,0.16,0.02,98,0.66,0.38,0.04,0.005,98,51,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,5,0,35,0,0,10,0,0,3,1,0,46,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,42,0,0,0,0,0,8,0,48,0,0,0,0,0,0,2
A,400,3,0.8525,0.81,0.7125,2.9039,0.9608,0.9608,1.0,0.3775,277,0.98,0.98,0.96,0.1225,117,0.84,0.86,0.7,0.0875,128,0.84,0.82,0.92,0.115,109,0.9592,0.9796,0.9388,0.115,125,0.96,0.96,0.98,0.155,143,0.62,0.54,0.16,0.02,98,0.66,0.38,0.04,0.005,98,51,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,5,0,35,0,0,10,0,0,3,1,0,46,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,42,0,0,0,0,0,8,0,48,0,0,0,0,0,0,2
A,400,4,0.8525,0.81,0.7125,2.9039,0.9608,0.9608,1.0,0.3775,277,0.98,0.98,0.96,0.1225,117,0.84,0.86,0.7,0.0875,128,0.84,0.82,0.92,0.115,109,0.9592,0.9796,0.9388,0.115,125,0.96,0.96,0.98,0.155,143,0.62,0.54,0.16,0.02,98,0.66,0.38,0.04,0.005,98,51,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,5,0,35,0,0,10,0,0,3,1,0,46,0,0,0,0,0,0,0,0,46,3,0,0,1,0,0,0,0,49,0,0,42,0,0,0,0,0,8,0,48,0,0,0,0,0,0,2
B1,50,0,0.8,1.0,0.8,2.6946,1.0,1.0,1.0,0.3,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,1.0,0.1667,0.02,3,0.5,1.0,0.5,0.06,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3
B1,50,1,0.8,1.0,0.8,2.6946,1.0,1.0,1.0,0.3,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,1.0,0.1667,0.02,3,0.5,1.0,0.5,0.06,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3
B1,50,2,0.8,1.0,0.8,2.6946,1.0,1.0,1.0,0.3,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,1.0,0.1667,0.02,3,0.5,1.0,0.5,0.06,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3
B1,50,3,0.8,1.0,0.8,2.6946,1.0,1.0,1.0,0.3,48,1.0,1.0,1.0,0.14,16,0.8333,1.0,0.8333,0.1,16,1.0,1.0,1.0,0.12,13,0.8333,1.0,0.8333,0.1,14,1.0,1.0,1.0,0.16,20,0.1667,1.0,0.1667,0.02,3,0.5,1.0,0.5,0.06,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3
